title;price;type;country;color;alcohol;age;vol;raw;class
Вино Villa Maria Cellar Selection Pinot Noir 2014 0,75 л;2320;вино;новая зеландия;красное;;;0,75;;
Вино Vegante Chianti Superiore – Sensi 0,75 л;2366;вино;италия;красное;;;0,75;;
Вино Formiga – Domini de la Cartoixa 0,75 л;3205;вино;испания;красное;;;0,75;;
Вино Blanc – Minuty Prestige 0,75 л;2521;вино;франция;белое;;;0,75;;
Вино Reserva – Luis Cañas 0,75 л;2681;вино;испания;красное;;;0,75;;
Вино Gran Reserva – Vina Real 1,5 л;2700;вино;испания;красное;;;_empty_;;
Вино Chablis – Вино Jean Bouchard 0,75 л;2846;вино;франция;белое;;;0,75;;
Вино Quintessence – Cotes Du Ventoux – Chateau Pesquie 0,75 л;2850;вино;франция;красное;;;0,75;;
Вино Las Sabias – Dominio del Bendito 0,75 л;2954;вино;испания;красное;;;0,75;;
Вино Villa Maria Single Vineyard Sauvignon Blanc Marlborough 2017 0,75 л;2990;вино;новая зеландия;белое;;;0,75;;
Вино Clos de los Siete 0,75 л;3030;вино;аргентина;красное;;;0,75;;
Вино Crozes-Hermitage Rouge – E. Guigal 0,75 л;3257;вино;франция;красное;;;0,75;;
Вино Galena – Domini de la Cartoixa 0,75 л;4837;вино;испания;красное;;;0,75;;
Вино Alexander vs The Ham Factory – Casa Rojo 0,75 л;3388;вино;испания;красное;;;0,75;;
Вино Rioja Muga Reserva 2011 Seleccion Especial DOC 0,75 л;3709;вино;испания;красное;;;0,75;;
Вино Amarone della Valpolicella – Villa Molino 0,75 л;5719;вино;италия;красное;;;0,75;;
Вино Sancerre Blanc – Pascal Jolivet 0,75 л;3832;вино;франция;белое;;;0,75;;
Вино Chablis Cote de Lechet 1-er Cru 0,75 л;4154;вино;франция;белое;;;0,75;;
Вино Саперави – Сатрапезо – Марани;4014;вино;грузия;красное;;;0,75;;
Вино Marani Satrapezo 10 Kvevri Rkatsiteli;4014;вино;грузия;белое;;;0,75;;
Вино Chardonnay – Yarden Katzrin 0,75 л;5074;вино;израиль;белое;;;0,75;;
Вино Ornellaia Le Serre Nuove Bolgheri DOC 2014 0,75 л;6122;вино;италия;красное;;;0,75;;
Вино Chablis Grand Cru Blanchot Domaine Vocoret;7245;вино;франция;белое;;;0,75;;
Вино Las Sabias – Dominio del Bendito 1,5 л;7560;вино;испания;красное;;;1,5;;
Вино Scarrone Vigna Vecchia 0,75 л;6990;вино;италия;красное;;;0,75;;
Вино Meursault – Patriarche 0,75 л;7247;вино;франция;белое;;;0,75;;
Вино Sancerre Blanc – Pascal Jolivet 1,5 л;7410;вино;франция;белое;;;1,5;;
Вино 2012 – Chateau Lagrange 0,75 л;8645;вино;франция;красное;;;0,75;;
Вино 2014 – Alteni di Brassica – Angelo Gaja 0,75 л;8918;вино;италия;белое;;;0,75;;
Вино 2013 – Chablis Les Clos Clos des Hospices dans Les Clos Grand Cru – Christian Moreau 0,75 л;9006;вино;франция;белое;;;0,75;;
Вино Sancerre Blanc – Pascal Jolivet 3 л;19803;вино;франция;белое;;;3;;
Вино Cellier des Dauphins Prestige Rose 0,25 л;336;вино;франция;розовое;;;0,25;;
Вино Ismailli Wine Gekgel 0,75 л;348;вино;азербайджан;красное;12;;0,75;;
Вино Villa Zvezda 8 0,7 л;523;вино;;белое;;;0,7;;
Вино Tierra Imperial Tempranillo Crianza 2012 DO 0,75 л;423;вино;испания;красное;;;0,75;;
Вино Cabernet Sauvignon – Tocornal – Cono Sur 0,75 л;448;вино;чили;красное;;;0,75;;
Вино Cevico Botticello Rosso 0,75 л;450;вино;италия;красное;11;;0,75;;
Вино Азербайджан 0,75 л;450;вино;азербайджан;красное;12;;0,75;;
Вино La Belleza Chardonnay 0,75 л;460;вино;испания;белое;;;0,75;;
Вино Blanc Sec – Cuvee Saint Christophe 0,75 л;468;вино;франция;белое;;;0,75;;
Вино Trebbiano – Decordi 0,75 л;471;вино;италия;белое;;;0,75;;
Вино Rosso – Verona – Folonari 0,75 л;473;вино;италия;красное;;;0,75;;
Вино Marques de Fuego Blanco Seco 0,75 л;475;вино;;белое;11;;0,75;;
Вино Marques de Fuego Blanco Seco 0,75 л;475;вино;;белое;11;;0,75;;
Вино Soleto Rosso Amabile 0,75 л;475;вино;италия;красное;10,5;;0,75;;
Вино San Pedro Gato Negro Sauvignon Blanc 2016 0,75 л;489;вино;чили;белое;;;0,75;;
Вино San Pedro Gato Negro Cabernet Sauvignon 2016 0,75 л;489;вино;чили;красное;;;0,75;;
Вино Merlot Gato Negro San Pedro 0,75 л;489;вино;чили;красное;;;0,75;;
Вино San Pedro Gato Negro Carmenere 2015 0,75 л;489;вино;чили;красное;;;0,75;;
Вино Красное – Джан 0,75 л;490;вино;армения;красное;;;0,75;;
Вино Tai Pinot Grigio – Cielo e Terra 0,75 л;490;вино;италия;белое;;;0,75;;
Вино Tini Rosso Terre Siciliane 0,75 л;490;вино;италия;красное;;;0,75;;
Вино Рислинг – Абрау 0,75 л;497;вино;россия;белое;;;0,75;;
Вино Chianti – Ponte de Chianti 0,75 л;499;вино;италия;красное;;;0,75;;
Вино Gai-Kodzor Merlot Grenache 0,75 л;500;вино;россия;красное;;;0,75;;
Вино Red Semi Sweet – Quinta das Amoras 0,75 л;500;вино;португалия;красное;;;0,75;;
Вино Rose – Baron de Valls 0,75 л;390;вино;испания;розовое;;;0,75;;
Вино Pinotage - Arabella 0,75 л;504;вино;;красное;;;0,75;;
Вино Inzolia – Terre Siciliane – IL Faro 0,75 л;792;вино;италия;белое;;;0,75;;
Вино Усадьба Перовских Шардоне 2015 0,75 л;516;вино;россия;белое;;;0,75;;
Вино Chianti, Galadino 0,75 л;524;вино;италия;красное;;;0,75;;
Вино Crianza – Campo Herido 0,75 л;535;вино;;красное;;;0,75;;
Вино Robertson Winery Natural Sweet wine 2014 0,75 л;538;вино;;белое;;;0,75;;
Вино Piemonte Barbera DOC Il Roccolo 0,75 л;546;вино;италия;красное;;;0,75;;
Вино Sauvignon Blanc Chardonnay – Isla Negra 0,75 л;550;вино;чили;белое;;;0,75;;
Вино Syrah Rose – Reserve Saint Marc – Le Vignobles Foncalieu 0,75 л;557;вино;франция;розовое;;;0,75;;
Вино Nero d’Avola – Terre Siciliane – Ca’di Ponti 0,75 л;560;вино;италия;красное;;;0,75;;
Вино Santo Isidro – Pegoes 0,75 л;563;вино;португалия;красное;;;0,75;;
Вино La Fea 0,75 л;563;вино;испания;красное;;;0,75;;
Вино Hardys, Legacy White 0,75 л;570;вино;австралия;белое;;;0,75;;
Вино Hardys, Legacy Red 0,75 л;570;вино;австралия;красное;13;;0,75;;
Вино La Passerelle Merlot 0,75 л;872;вино;франция;красное;;;0,75;;
Вино Trapiche Vineyards Pinot Noir 2016 0,75 л;573;вино;аргентина;красное;;;0,75;;
Вино Les Corioles 0,75 л;576;вино;франция;белое;11,5;;0,75;;
Вино La Passerelle Cabernet Sauvignon 0,75 л;880;вино;франция;красное;;;0,75;;
Вино Negroamaro – Marchesi del Salento – Castellani 0,75 л;580;вино;италия;красное;;;0,75;;
Вино Sereole Soave – Bertani 0,375 л;583;вино;италия;белое;;;0,375;;
Вино Insolia – Marchese Montefusco 0,75 л;584;вино;италия;белое;;;0,75;;
Вино Marchese Montefusco Grillo 0,75 л;584;вино;италия;белое;;;0,75;;
Вино Rio De La Luna Crianza 0,75 л;585;вино;испания;красное;;;0,75;;
Вино Bardolino Classico – Lenotti 0,75 л;590;вино;италия;;;;0,75;;
Вино Blanc Sec – Comtesse de Lion 0,75 л;590;вино;франция;белое;;;0,75;;
Вино Saperavi 2014 0,75 л;590;вино;грузия;красное;;;0,75;;
Вино Red – Casal Mendes 0,75 л;594;вино;португалия;красное;;;0,75;;
Вино Catalunya Los Condes Tempranillo Oak Aged 2015 DO 0,75 л;594;вино;испания;красное;;;0,75;;
Вино Merlot – Mezzacorona 0,75 л;599;вино;италия;красное;;;0,75;;
Вино Vina Extrisima Tinto Catalunya – Bach 0,75 л;599;вино;испания;красное;;;0,75;;
Вино Chardonnay Chenin – Caracter 0,75 л;600;вино;аргентина;белое;;;0,75;;
Вино Winery Vedernikov, Gubernatorskoye Riesling 0,75 л;604;вино;россия;белое;;;0,75;;
Вино Chenin Blanc Semillon – Cape Maclear 0,75 л;605;вино;;белое;;;0,75;;
Вино Cabernet Merlot – Poker Face 0,75 л;611;вино;австралия;красное;;;0,75;;
Вино Pinot Grigio – Dolomiti – Terre del Noce 0,75 л;616;вино;италия;белое;;;0,75;;
Вино Vicente Gandia Hoya de Cadenas Blanco 2015 0,75 л;616;вино;испания;белое;;;0,75;;
Вино Артвайн Саперави 0,75 л;616;вино;грузия;красное;;;0,75;;
Вино Bardolino Frassinо – Natale Verga 0,75 л;618;вино;италия;красное;;;0,75;;
Вино Rosso Toscano – Le Seianti 0,75 л;619;вино;италия;красное;;;0,75;;
Вино Syrah – Stemmari 0,75 л;629;вино;италия;красное;;;0,75;;
Вино Nero d’Avola – Stemmari 0,75 л;629;вино;италия;красное;;;0,75;;
Вино Pinot Grigio Delle Venezie – Folonari 0,75 л;630;вино;италия;белое;;;0,75;;
Вино Rondone Rose 0,75 л;630;вино;италия;розовое;;;0,75;;
Вино Рислинг – Ликурия 0,75 л;640;вино;россия;белое;;;0,75;;
Вино Rondone Nero D Avola Sicilia 0,75 л;640;вино;италия;красное;;;0,75;;
Вино Colombard-Sauvignon, 1/4 d’heure Gascon 0,75 л;647;вино;франция;белое;;;0,75;;
Вино Rose – Finca del Mar – Vicende Gandia 0,75 л;648;вино;испания;розовое;;;0,75;;
Вино Krasnostop Reserve – Chateau Tamagne 0,75 л;649;вино;россия;красное;;;0,75;;
Вино Robertson Winery Pinotage 2015 0,75 л;650;вино;;красное;;;0,75;;
Вино Alkoholfrei – Riesling – Abtei Himmerod 0,75 л;650;вино;германия;белое;;;0,75;;
Вино Pirosmani Semi-dry red wine 0,75 л;650;вино;грузия;красное;13;;0,75;;
Вино Pinot Grigio Delle Venezie – Folonari 0,01 л;651;вино;италия;белое;;;0,01;;
Вино Akhasheni 0,75 л;656;вино;грузия;красное;12;;0,75;;
Вино Cabernet Sauvignon – Stemmari 0,75 л;659;вино;италия;красное;;;0,75;;
Вино Riesling Tradition – Jean-Baptiste Adam 0,375 л;663;вино;франция;белое;;;0,375;;
Вино Dante di Fiorenza – Chianti – Castellani 0,75 л;670;вино;италия;красное;;;0,75;;
Вино Mapu Seleccion Sauvignon Blanc 0,75 л;670;вино;чили;белое;13;;0,75;;
Вино Schenk Vespucci Chianti DOCG 2015 0,75 л;976;вино;италия;красное;;;0,75;;
Вино Malbec Rose – Santa Ana 0,75 л;680;вино;аргентина;розовое;;;0,75;;
Вино Hardys, Bin 343 Cabernet Shiraz 0,75 л;686;вино;;красное;;;0,75;;
Вино Chateau Galochet 0,75 л;690;вино;франция;красное;;;0,75;;
Вино Isola – Nero d’Avola – Castellani 0,75 л;690;вино;италия;красное;;;0,75;;
Вино Lannazio – Negroamaro Salento – San Giorgio 0,75 л;690;вино;италия;красное;;;0,75;;
Вино Cellier des Dauphins Prestige Rose 0,75 л;690;вино;франция;розовое;;;0,75;;
Вино Pinot Grigio Venezie – Villa Pampini 0,75 л;690;вино;италия;белое;;;0,75;;
Вино Tokaji Furmint – Chateau Dereszla 0,75 л;695;вино;венгрия;белое;;;0,75;;
Вино Finca 10 Tempranilo – Faustino 0,75 л;705;вино;испания;красное;;;0,75;;
Вино Chianti – Le Seianti 0,75 л;707;вино;италия;красное;;;0,75;;
Вино Beau-Rivage Rouge 0,75 л;1132;вино;франция;красное;;;0,75;;
Вино 12 Uvas – Mendoza – San Felipe 0,75 л;947;вино;аргентина;красное;;;0,75;;
Вино Совиньон Блан – Ликурия – Лефкадия 0,75 л;712;вино;россия;белое;;;0,75;;
Вино Feudo Monaci Negroamaro Salento IGT 2012 0,75 л;714;вино;италия;красное;;;0,75;;
Вино Grand Sud Chardonnay 1 л;725;вино;франция;белое;;;1;;
Вино Rapido Red Sangiovese Puglia;728;вино;италия;красное;;;0,75;;
Вино Alasia DOLCETTO D’ASTI 2014 DOC 0,75 л;728;вино;италия;красное;;;0,75;;
Вино Манави – Артвайн 0,75 л;728;вино;грузия;белое;;;0,75;;
Вино Carmenere – Single Estate – Casas Del Toqui 0,75 л;729;вино;чили;красное;;;0,75;;
Вино Savanha Special Reserve Sauvignon Blanc 0,75 л;730;вино;;белое;13;;0,75;;
Вино Chateau O-Domingue Superieur AOC 2012 0,75 л;738;вино;франция;красное;;;0,75;;
Вино Rosso Salento – San Marco – Cantine Due Palme 0,75 л;740;вино;италия;красное;;;0,75;;
Вино Bianco Salento – San Marco – Cantine Due Palme 0,75 л;740;вино;италия;белое;;;0,75;;
Вино Chardonnay, Daniede Wet 0,75 л;743;вино;;белое;13;;0,75;;
